uid,Progress,Duration (in seconds),Finished,bergami_org,bergami_dept,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,Collabera,2019_perf_dummy,2020_perf_dummy,disengagement,exhaustion,burnout,race,low_quality_response,pros_toks,cons_toks,story_toks,pros_we,pros_i,pros_they,cons_we,cons_i,cons_they,story_we,story_i,story_they,pros_cleaned,cons_cleaned,story_cleaned,pros_toks_len,cons_toks_len,story_toks_len,glassdoor_toks,glassdoor_cleaned,glassdoor_toks_len,low_quality_pros,low_quality_cons,low_quality_story
U1517,100,612640,True,E,H,"A very energetic and expansion to new comers , who have started there career, the best place to start you career where training and development is closely involved to make your personality better.","working culture is good however the working hours are too long , if it gets reduced some at least 1 hour that can help.","Insanely competitive where i can imagine myself to have a healthy competition for the my betterment and companies betterment which helped me to grow a lot.

Passionate to service clients and employee- as we are a staffing company the best the company has taught us to provide the services which help me how to be soft spoken and to be responsive on timely manner.",5.0,8.0,4.666666666666667,1.69,Associate Database Building,Global Business Services,Database Building/Market Research,Database Building/Market Research,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Male,Asian,Not Applicable,Not Applicable,1,,,2.0,2.0,2.0,Asian,0,"['energetic', 'expansion', 'new', 'comer', 'started', 'career', 'best', 'place', 'start', 'career', 'training', 'development', 'closely', 'involved', 'personality', 'better']","['culture', 'hour', 'long', 'get', 'reduced', 'hour', 'help']","['insanely', 'competitive', 'imagine', 'healthy', 'competition', 'betterment', 'company', 'betterment', 'helped', 'grow', 'passionate', 'service', 'client', 'staffing', 'best', 'taught', 'provide', 'service', 'help', 'soft', 'spoken', 'responsive', 'timely', 'manner']",0,0,0,0,0,0,2,5,0,energetic expansion new comer started career best place start career training development closely involved personality better,culture hour long get reduced hour help,insanely competitive imagine healthy competition betterment company betterment helped grow passionate service client staffing best taught provide service help soft spoken responsive timely manner,16,7,24,"['energetic', 'expansion', 'new', 'comer', 'started', 'career', 'best', 'place', 'start', 'career', 'training', 'development', 'closely', 'involved', 'personality', 'better', 'culture', 'hour', 'long', 'get', 'reduced', 'hour', 'help']",energetic expansion new comer started career best place start career training development closely involved personality better culture hour long get reduced hour help,23,0,0,0
U146,100,157207,True,E,E,"Growing opportunities, innovations, Core Cultural Values, Competitiveness, Celebrations ",Sometimes changes are too fast and there is a communication gap from bottom to top level,"One of the value that we truly follow is work hard, play hard. We are driven by the creating the competitions within the teams and rewarded well for achieving the goals.",5.0,5.0,4.666666666666667,7.94,Technical Recruiter,Regional,Recruitment,Recruitment,Charlotte (South Tryon Street),North Carolina,U.S.A.,Collabera Inc.,1986,Male,Asian,Not Achieved,Not Achieved,1,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,Asian,0,"['growing', 'opportunity', 'innovation', 'core', 'cultural', 'value', 'competitiveness', 'celebration']","['change', 'fast', 'communication', 'gap', 'level']","['value', 'truly', 'follow', 'hard', 'play', 'hard', 'driven', 'creating', 'competition', 'team', 'rewarded', 'achieving', 'goal']",0,0,0,0,0,0,2,0,0,growing opportunity innovation core cultural value competitiveness celebration,change fast communication gap level,value truly follow hard play hard driven creating competition team rewarded achieving goal,8,5,13,"['growing', 'opportunity', 'innovation', 'core', 'cultural', 'value', 'competitiveness', 'celebration', 'change', 'fast', 'communication', 'gap', 'level']",growing opportunity innovation core cultural value competitiveness celebration change fast communication gap level,13,0,0,0
U1008,100,617314,True,F,F,"Very good support system by everyone starting from colleagues to managers ,we celebrate and cheer and everyone is present to help. ",long duration of work which is the only cons while everything is great.,the blaze stage is one of the best examples that I can think of the collabera culture.,6.0,6.0,4.5,1.73,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Achieved,Achieved,1,1.0,1.0,2.0,2.0,2.0,Asian,0,"['support', 'system', 'starting', 'colleague', 'manager', 'celebrate', 'cheer', 'present', 'help']","['long', 'duration', 'con']","['blaze', 'stage', 'best', 'example', 'think', 'culture']",1,0,0,0,0,0,0,1,0,support system starting colleague manager celebrate cheer present help,long duration con,blaze stage best example think culture,9,3,6,"['support', 'system', 'starting', 'colleague', 'manager', 'celebrate', 'cheer', 'present', 'help', 'long', 'duration', 'con']",support system starting colleague manager celebrate cheer present help long duration con,12,0,0,0
U541,100,631269,True,F,H,Always gave me enough opportunities to explore new areas of IT,Lacked to provide a Salary Growth despite of all the hard work and commitment shown over the years. #Under-Paid,"lot of stories to tell in a very short time
lot of stories to tell in a very short time
lot of stories to tell in a very short time
lot of stories to tell in a very short time",6.0,8.0,4.166666666666667,3.36,Executive - Technical Support,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.6666666666666667,1.6666666666666667,Asian,0,"['gave', 'opportunity', 'explore', 'new', 'area']","['lacked', 'provide', 'salary', 'growth', 'despite', 'hard', 'commitment', 'shown', 'year', '#under-paid']","['story', 'tell', 'short', 'time', 'story', 'tell', 'short', 'time', 'story', 'tell', 'short', 'time', 'story', 'tell', 'short', 'time']",0,1,0,0,0,0,0,0,0,gave opportunity explore new area,lacked provide salary growth despite hard commitment shown year #under-paid,story tell short time story tell short time story tell short time story tell short time,5,10,16,"['gave', 'opportunity', 'explore', 'new', 'area', 'lacked', 'provide', 'salary', 'growth', 'despite', 'hard', 'commitment', 'shown', 'year', '#under-paid']",gave opportunity explore new area lacked provide salary growth despite hard commitment shown year #under-paid,15,0,0,0
U126,100,161560,True,H,H,"Culture and Values, Looks after individual growth & success, Brand, Opportunities at every stage, Employee-centric approach, Actively participate in events or volunteer programs.
",Night shifts due to US based organisation which at times makes it difficult to balance the professional and personal life. ,Work Hard - Play Hard - This cultural value defines what Collabera is today. Always ensures to recognise the idea of young talent and their hard work. The best example is Annual Blaze Awards. ,8.0,8.0,5.0,8.42,"Manager - Legal, Contracts & Compliance",Global Business Services,Legal & Contracts,Contracts & Compliance,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1988,Male,Asian,Not Applicable,Not Applicable,1,,,1.0,0.6666666666666666,0.8333333333333333,Asian,0,"['culture', 'value', 'look', 'individual', 'growth', 'success', 'brand', 'opportunity', 'stage', 'employee-centric', 'approach', 'actively', 'participate', 'event', 'volunteer', 'program']","['night', 'shift', 'based', 'organisation', 'time', 'make', 'difficult', 'balance', 'professional', 'personal', 'life']","['hard', 'play', 'hard', 'cultural', 'value', 'defines', 'today', 'ensures', 'recognise', 'idea', 'young', 'talent', 'hard', 'best', 'example', 'annual', 'blaze', 'award']",0,0,0,1,0,0,0,0,1,culture value look individual growth success brand opportunity stage employee-centric approach actively participate event volunteer program,night shift based organisation time make difficult balance professional personal life,hard play hard cultural value defines today ensures recognise idea young talent hard best example annual blaze award,16,11,18,"['culture', 'value', 'look', 'individual', 'growth', 'success', 'brand', 'opportunity', 'stage', 'employee-centric', 'approach', 'actively', 'participate', 'event', 'volunteer', 'program', 'night', 'shift', 'based', 'organisation', 'time', 'make', 'difficult', 'balance', 'professional', 'personal', 'life']",culture value look individual growth success brand opportunity stage employee-centric approach actively participate event volunteer program night shift based organisation time make difficult balance professional personal life,27,0,0,0
U1305,100,668805,True,F,F,"good work environment, team work and lot of opportunity to learn and grow",Nothing I have seen yet. Will need to gather more experience and take more responsibilities to have a more clear idea.,good work culture and friendly environment. Lot of opportunity to grow and learn new things.,6.0,6.0,4.333333333333333,1.0,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1998,Male,Asian,Not Applicable,Achieved,1,,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,Asian,0,"['environment', 'team', 'opportunity', 'learn', 'grow']","['seen', 'need', 'gather', 'experience', 'responsibility', 'clear', 'idea']","['culture', 'friendly', 'environment', 'opportunity', 'grow', 'learn', 'new', 'thing']",0,0,0,0,1,0,0,0,0,environment team opportunity learn grow,seen need gather experience responsibility clear idea,culture friendly environment opportunity grow learn new thing,5,7,8,"['environment', 'team', 'opportunity', 'learn', 'grow', 'seen', 'need', 'gather', 'experience', 'responsibility', 'clear', 'idea']",environment team opportunity learn grow seen need gather experience responsibility clear idea,12,0,0,0
U296,100,955,True,C,E,A pro of working for Collabera is getting a great boss like Mike who tries to push you for improvement. He tries his best to take out the time to train despite his massively busy schedule.,I don't feel like there is enough respect for the work my team does because we're not bringing in the main business. I also don't feel like we're paid enough.,I think a positive thing about Collabera's culture is that it is diverse - you see people from different backgrounds coming together to form a family. I think a negative thing I've noticed is that there is definitely a sense of favoritism for certain departments.,3.0,5.0,3.6666666666666665,6.23,Lead HR Administrator,Global Business Services,Human Resources,Human Resources,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1992,Female,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.3333333333333333,1.5,Asian,0,"['pro', 'getting', 'bos', 'like', 'mike', 'try', 'push', 'improvement', 'try', 'best', 'time', 'train', 'despite', 'massively', 'busy', 'schedule']","['feel', 'like', 'respect', 'team', 'bringing', 'main', 'business', 'feel', 'like', 'paid']","['think', 'positive', 'thing', 'culture', 'diverse', 'different', 'background', 'coming', 'form', 'family', 'think', 'negative', 'thing', 'noticed', 'definitely', 'sense', 'favoritism', 'certain', 'department']",0,0,0,2,3,0,0,3,0,pro getting bos like mike try push improvement try best time train despite massively busy schedule,feel like respect team bringing main business feel like paid,think positive thing culture diverse different background coming form family think negative thing noticed definitely sense favoritism certain department,16,10,19,"['pro', 'getting', 'bos', 'like', 'mike', 'try', 'push', 'improvement', 'try', 'best', 'time', 'train', 'despite', 'massively', 'busy', 'schedule', 'feel', 'like', 'respect', 'team', 'bringing', 'main', 'business', 'feel', 'like', 'paid']",pro getting bos like mike try push improvement try best time train despite massively busy schedule feel like respect team bringing main business feel like paid,26,0,0,0
U863,100,633030,True,F,F,"I have been personally experienced that the environment collabera has, Does not have any company, Feels like surrounded by very good leadership team, also at the good platform where management gives a fair chance to showcase everyone individual talents.",i certainly do not feel any as of now as everything is going smoothly ,"likewise being an experienced guys from different company, I Certainly feel that whatever we have 5 values collabera has implemented, Also trained people to be like that, I feel that collabera is not a one Company its a family where people do actually care and try to help a person getting out from personal and professional things too",6.0,6.0,5.0,2.15,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Achieved,Achieved,1,1.0,1.0,1.6666666666666667,1.3333333333333333,1.5,Asian,0,"['personally', 'experienced', 'environment', 'feel', 'like', 'surrounded', 'leadership', 'team', 'platform', 'management', 'give', 'fair', 'chance', 'showcase', 'individual', 'talent']","['certainly', 'feel', 'going', 'smoothly']","['likewise', 'experienced', 'guy', 'different', 'certainly', 'feel', 'value', 'implemented', 'trained', 'like', 'feel', 'family', 'actually', 'care', 'try', 'help', 'person', 'getting', 'personal', 'professional', 'thing']",0,1,0,0,1,0,1,2,0,personally experienced environment feel like surrounded leadership team platform management give fair chance showcase individual talent,certainly feel going smoothly,likewise experienced guy different certainly feel value implemented trained like feel family actually care try help person getting personal professional thing,16,4,21,"['personally', 'experienced', 'environment', 'feel', 'like', 'surrounded', 'leadership', 'team', 'platform', 'management', 'give', 'fair', 'chance', 'showcase', 'individual', 'talent', 'certainly', 'feel', 'going', 'smoothly']",personally experienced environment feel like surrounded leadership team platform management give fair chance showcase individual talent certainly feel going smoothly,20,0,0,0
U502,100,681138,True,F,G,"You are given platform and opportunities to grow, your voice is heard","Guidance at every step should be there, be that upside or downside an employee is going through","The way in which Collabera celebrates every time a deal locked, every recognition along with festivals is a great example of it's culture. ",6.0,7.0,4.5,3.68,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Female,Asian,Achieved,Achieved,1,1.0,1.0,1.3333333333333333,2.3333333333333335,1.8333333333333335,Asian,0,"['given', 'platform', 'opportunity', 'grow', 'voice', 'heard']","['guidance', 'step', 'upside', 'downside', 'going']","['way', 'celebrates', 'time', 'deal', 'locked', 'recognition', 'festival', 'example', 'culture']",0,0,0,0,0,0,0,0,0,given platform opportunity grow voice heard,guidance step upside downside going,way celebrates time deal locked recognition festival example culture,6,5,9,"['given', 'platform', 'opportunity', 'grow', 'voice', 'heard', 'guidance', 'step', 'upside', 'downside', 'going']",given platform opportunity grow voice heard guidance step upside downside going,11,0,0,0
U606,100,680574,True,E,F,the culture at collabera is great and the atmosphere of working is awesome,the work pressure is such that personal life is not balanced. Salary is not so attractive.,The celebration of festivals and events like EAW and blaze and performance meet is great.,5.0,6.0,3.6666666666666665,3.11,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Not Achieved,Achieved,1,0.0,1.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,Asian,0,"['culture', 'atmosphere', 'awesome']","['pressure', 'personal', 'life', 'balanced', 'salary', 'attractive']","['celebration', 'festival', 'event', 'like', 'eaw', 'blaze', 'performance', 'meet']",0,0,0,0,0,0,0,0,0,culture atmosphere awesome,pressure personal life balanced salary attractive,celebration festival event like eaw blaze performance meet,3,6,8,"['culture', 'atmosphere', 'awesome', 'pressure', 'personal', 'life', 'balanced', 'salary', 'attractive']",culture atmosphere awesome pressure personal life balanced salary attractive,9,0,0,0
U383,100,201111,True,F,G,"The culture, diversity and the ability to grow personally and financially.  Collabera has also invested more in learning and development and services to help further career growth. ",Communication and everyone being on the same page. It would be nice to see Enterprise accounts meet 1-2x per year. ,Hands down Collabera celebrates successes which is awesome! PC is absolutely amazing and Collabera does such a great job celebrating each persons successes. ,6.0,7.0,4.666666666666667,4.68,National Account Manager,Enterprise Services Group,Sales,Sales,Charlotte (South Tryon Street),North Carolina,U.S.A.,Collabera Inc.,1977,Female,White,Achieved,Achieved,1,1.0,1.0,1.0,2.0,1.5,White,0,"['culture', 'diversity', 'ability', 'grow', 'personally', 'financially', 'invested', 'learning', 'development', 'service', 'help', 'career', 'growth']","['communication', 'page', 'nice', 'enterprise', 'account', 'meet', 'x', 'year']","['hand', 'celebrates', 'success', 'awesome', 'pc', 'absolutely', 'amazing', 'job', 'celebrating', 'person', 'success']",0,0,0,0,0,0,0,0,0,culture diversity ability grow personally financially invested learning development service help career growth,communication page nice enterprise account meet x year,hand celebrates success awesome pc absolutely amazing job celebrating person success,13,8,11,"['culture', 'diversity', 'ability', 'grow', 'personally', 'financially', 'invested', 'learning', 'development', 'service', 'help', 'career', 'growth', 'communication', 'page', 'nice', 'enterprise', 'account', 'meet', 'x', 'year']",culture diversity ability grow personally financially invested learning development service help career growth communication page nice enterprise account meet x year,21,0,0,0
U151,100,683149,True,D,F,My manager and my entire team .The work culture is awesome.The way collabera treats their employees.,"the work hours . currently since we are working from home , everything is okay.","fun while we work (emplyement appreciation week , the way we celebrate . Rewards and recognition ",4.0,6.0,3.5,7.82,Senior Lead Learning & Development,Global Business Services,Learning & Development,Learning & Development,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1988,Male,Asian,Not Applicable,Not Applicable,1,,,0.6666666666666666,1.3333333333333333,1.0,Asian,0,"['manager', 'entire', 'team', 'culture', 'awesome', 'way', 'treat']","['hour', 'currently', 'home', 'okay']","['fun', 'emplyement', 'appreciation', 'week', 'way', 'celebrate', 'reward', 'recognition']",0,2,1,1,0,0,2,0,0,manager entire team culture awesome way treat,hour currently home okay,fun emplyement appreciation week way celebrate reward recognition,7,4,8,"['manager', 'entire', 'team', 'culture', 'awesome', 'way', 'treat', 'hour', 'currently', 'home', 'okay']",manager entire team culture awesome way treat hour currently home okay,11,0,0,0
U939,100,322,True,G,F,"I love working at Collabera because it feels like my family. I know that every person in my office has my back, I met my best friend in my office, my boss believes in me and pushes me to be better, and I have so much opportunity to succeed. ",It is a very difficult and grueling job. Not everyone can withstand the difficulties of working with people and how unpredictable the industry is. ,"One of the account managers in my office had a large bulk staffing deal with a hard deadline. Going into Friday he wasn't going to hit that deadline, so the entire team came into the office on the weekend to recruit for that position so he could hit his deadline. I am account manager too with different clients, and although recruiting for that position wouldn't benefit me individually, we are a family and we do what it takes to help each other succeed! ",7.0,6.0,4.833333333333333,2.04,Account Manager,Regional,Sales,Sales,Greenwood Village (Prentice Avenue),Colorado,U.S.A.,Collabera Inc.,1997,Female,White,Achieved,Achieved,1,1.0,1.0,1.3333333333333333,1.6666666666666667,1.5,White,0,"['love', 'feel', 'like', 'family', 'know', 'person', 'office', 'met', 'best', 'friend', 'office', 'bos', 'belief', 'push', 'better', 'opportunity', 'succeed']","['difficult', 'grueling', 'job', 'withstand', 'difficulty', 'unpredictable', 'industry']","['account', 'manager', 'office', 'large', 'bulk', 'staffing', 'deal', 'hard', 'deadline', 'going', 'friday', 'going', 'hit', 'deadline', 'entire', 'team', 'came', 'office', 'weekend', 'recruit', 'position', 'hit', 'deadline', 'account', 'manager', 'different', 'client', 'recruiting', 'position', 'benefit', 'individually', 'family', 'take', 'help', 'succeed']",0,12,0,0,0,0,2,3,0,love feel like family know person office met best friend office bos belief push better opportunity succeed,difficult grueling job withstand difficulty unpredictable industry,account manager office large bulk staffing deal hard deadline going friday going hit deadline entire team came office weekend recruit position hit deadline account manager different client recruiting position benefit individually family take help succeed,17,7,35,"['love', 'feel', 'like', 'family', 'know', 'person', 'office', 'met', 'best', 'friend', 'office', 'bos', 'belief', 'push', 'better', 'opportunity', 'succeed', 'difficult', 'grueling', 'job', 'withstand', 'difficulty', 'unpredictable', 'industry']",love feel like family know person office met best friend office bos belief push better opportunity succeed difficult grueling job withstand difficulty unpredictable industry,24,0,0,0
U831,100,679946,True,E,F,"Overall Work Environment is excellent. I really like how every festival is celebrated. Work culture is really awesome. Some people are really good here,",Work pressure. Everyone should consider each other as colleague and should not be bossy. This might help Collabera to grow. ,"Overall Work Environment is excellent. I really like how every festival is celebrated. Work culture is really awesome. Some people are really good here,",5.0,6.0,4.666666666666667,2.19,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1996,Female,Asian,Achieved,Achieved,1,1.0,1.0,1.6666666666666667,2.6666666666666665,2.1666666666666665,Asian,1,"['overall', 'environment', 'excellent', 'like', 'festival', 'celebrated', 'culture', 'awesome']","['pressure', 'consider', 'colleague', 'bossy', 'help', 'grow']","['overall', 'environment', 'excellent', 'like', 'festival', 'celebrated', 'culture', 'awesome']",0,1,0,0,0,0,0,1,0,overall environment excellent like festival celebrated culture awesome,pressure consider colleague bossy help grow,overall environment excellent like festival celebrated culture awesome,8,6,8,"['overall', 'environment', 'excellent', 'like', 'festival', 'celebrated', 'culture', 'awesome', 'pressure', 'consider', 'colleague', 'bossy', 'help', 'grow']",overall environment excellent like festival celebrated culture awesome pressure consider colleague bossy help grow,14,1,1,1
U1158,100,628384,True,C,C,"Work Culture, Envirnoment, The people and the events - We celebrate successes however big or small - Employee Appreciation and Financial benefits ofc.","I havent seen any downside. Local to my hometown, learning new things and building my career ","I dont remember anything about such incidents.
Work hard Play Hard - I try to complete weekly targets by Thursday so that I can make additional subs on Friday and can take longer breaks than usual to chill around with everyone in the team",3.0,3.0,4.333333333333333,1.29,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Male,Asian,Achieved,Achieved,1,1.0,1.0,1.3333333333333333,1.0,1.1666666666666665,Asian,0,"['culture', 'envirnoment', 'event', 'celebrate', 'success', 'big', 'small', 'appreciation', 'financial', 'benefit', 'ofc']","['seen', 'downside', 'local', 'hometown', 'learning', 'new', 'thing', 'building', 'career']","['remember', 'incident', 'hard', 'play', 'hard', 'try', 'complete', 'weekly', 'target', 'thursday', 'additional', 'sub', 'friday', 'longer', 'break', 'usual', 'chill', 'team']",1,0,0,0,3,0,0,3,0,culture envirnoment event celebrate success big small appreciation financial benefit ofc,seen downside local hometown learning new thing building career,remember incident hard play hard try complete weekly target thursday additional sub friday longer break usual chill team,11,9,18,"['culture', 'envirnoment', 'event', 'celebrate', 'success', 'big', 'small', 'appreciation', 'financial', 'benefit', 'ofc', 'seen', 'downside', 'local', 'hometown', 'learning', 'new', 'thing', 'building', 'career']",culture envirnoment event celebrate success big small appreciation financial benefit ofc seen downside local hometown learning new thing building career,20,0,0,0
U839,100,485,True,A,B,"commission/bonus structure, end of year incentives, job security","overlapping lines of business, people in management/leadership positions who have never sold/recruited at the ground level.",i don't have a story to reflect this at this moment and time,1.0,2.0,2.833333333333333,2.22,Regional Sales Manager,Regional,Sales,Sales,Dallas (North Dallas Parkway),Texas,U.S.A.,Collabera Inc.,1992,Female,White,Achieved,Not Achieved,1,1.0,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,White,0,"['commission', 'bonus', 'structure', 'end', 'year', 'incentive', 'job', 'security']","['overlapping', 'line', 'business', 'management', 'leadership', 'position', 'sold', 'recruited', 'ground', 'level']","['story', 'reflect', 'moment', 'time']",0,0,0,0,0,0,0,1,0,commission bonus structure end year incentive job security,overlapping line business management leadership position sold recruited ground level,story reflect moment time,8,10,4,"['commission', 'bonus', 'structure', 'end', 'year', 'incentive', 'job', 'security', 'overlapping', 'line', 'business', 'management', 'leadership', 'position', 'sold', 'recruited', 'ground', 'level']",commission bonus structure end year incentive job security overlapping line business management leadership position sold recruited ground level,18,0,0,0
U957,100,673042,True,F,G,Very flexible with the way one can approach their work and have a great bunch of people around to work with,"at times Collabera looks only at the numbers which is  not completely accurate, opportunities differ in differ departments. ",Fridays are always fun and we all work and play at the same time which actually represents collabera,6.0,7.0,4.5,1.92,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,1,1.0,1.0,1.6666666666666667,2.0,1.8333333333333335,Asian,0,"['flexible', 'way', 'approach', 'bunch']","['time', 'look', 'number', 'completely', 'accurate', 'opportunity', 'differ', 'differ', 'department']","['friday', 'fun', 'play', 'time', 'actually', 'represents']",0,0,1,0,0,0,1,0,0,flexible way approach bunch,time look number completely accurate opportunity differ differ department,friday fun play time actually represents,4,9,6,"['flexible', 'way', 'approach', 'bunch', 'time', 'look', 'number', 'completely', 'accurate', 'opportunity', 'differ', 'differ', 'department']",flexible way approach bunch time look number completely accurate opportunity differ differ department,13,0,0,0
U640,100,247419,True,G,F,While at Collabera there is a strong sense of teamwork and brining each other up. When my coworkers do well I am happy and when I do well they are happy. We are a family together and we can always find a way to help each other out,"There are bad things about collabera, but there are places for improvement. IN some cases finding the right leaders for the right offices and not being too pushy as sales people ",My whole team at San Francisco is a family. As I continue into my 4th year there has been so many times that we were connected in different ways but we are all brought together by one thing and that is Collabera,7.0,6.0,4.333333333333333,2.98,Account Manager,Regional,Sales,Sales,San Francisco (Main Street),California,U.S.A.,Collabera Inc.,1993,Male,White,Achieved,Achieved,1,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,White,0,"['strong', 'sense', 'teamwork', 'brining', 'coworkers', 'happy', 'happy', 'family', 'find', 'way', 'help']","['bad', 'thing', 'place', 'improvement', 'case', 'finding', 'right', 'leader', 'right', 'office', 'pushy', 'sale']","['team', 'san', 'francisco', 'family', 'continue', 'year', 'time', 'connected', 'different', 'way', 'brought', 'thing']",2,3,1,0,0,0,2,3,0,strong sense teamwork brining coworkers happy happy family find way help,bad thing place improvement case finding right leader right office pushy sale,team san francisco family continue year time connected different way brought thing,11,12,12,"['strong', 'sense', 'teamwork', 'brining', 'coworkers', 'happy', 'happy', 'family', 'find', 'way', 'help', 'bad', 'thing', 'place', 'improvement', 'case', 'finding', 'right', 'leader', 'right', 'office', 'pushy', 'sale']",strong sense teamwork brining coworkers happy happy family find way help bad thing place improvement case finding right leader right office pushy sale,23,0,0,0
U1460,100,632859,True,F,E,"Collabera has a nice recognization system that acknowledges and rewards the performing employees,",Can't think of any down side so far but I will keep an  eye out :D,My managers are very kind and have helped me always. I love this quality about people in Collabera,6.0,5.0,4.0,0.75,Account Executive,IT Services,Sales,Sales,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.6666666666666667,1.6666666666666667,Asian,0,"['nice', 'recognization', 'system', 'acknowledges', 'reward', 'performing']","['think', 'far', 'eye', ':d']","['manager', 'kind', 'helped', 'love', 'quality']",0,0,0,0,1,0,0,3,0,nice recognization system acknowledges reward performing,think far eye :d,manager kind helped love quality,6,4,5,"['nice', 'recognization', 'system', 'acknowledges', 'reward', 'performing', 'think', 'far', 'eye', ':d']",nice recognization system acknowledges reward performing think far eye :d,10,0,0,0
U1254,100,678023,True,B,C,The people and environment. The collaboration. The opportunity for self-made success. The competitions or challenges that result in prizes are fun. ,"Very stressful sometimes. Can feel a bit over-worked. I work very long hour days (more than 8 hrs a day) just to keep up with the amount of work that is expected of me. I think we focus a lot of numbers and quantity not quality. Sometimes I feel like just another person in a crowd, not an individual. ",I love the quarterly get-together and when we celebrate promotions or milestones. We are very supportive of each others success and congratulate those who achieve. Makes me happy to see people doing well.,2.0,3.0,3.333333333333333,1.48,Technical Recruiter,Regional,Recruitment,Recruitment,Irvine (MacArthur Blvd),California,U.S.A.,Collabera Inc.,1996,Female,White,Achieved,Achieved,1,1.0,1.0,2.0,2.6666666666666665,2.333333333333333,White,0,"['environment', 'collaboration', 'opportunity', 'self-made', 'success', 'competition', 'challenge', 'result', 'prize', 'fun']","['stressful', 'feel', 'bit', 'over-worked', 'long', 'hour', 'day', 'hr', 'day', 'expected', 'think', 'focus', 'number', 'quantity', 'quality', 'feel', 'like', 'person', 'crowd', 'individual']","['love', 'quarterly', 'get-together', 'celebrate', 'promotion', 'milestone', 'supportive', 'success', 'congratulate', 'achieve', 'make', 'happy']",0,0,0,1,4,0,2,2,0,environment collaboration opportunity self-made success competition challenge result prize fun,stressful feel bit over-worked long hour day hr day expected think focus number quantity quality feel like person crowd individual,love quarterly get-together celebrate promotion milestone supportive success congratulate achieve make happy,10,20,12,"['environment', 'collaboration', 'opportunity', 'self-made', 'success', 'competition', 'challenge', 'result', 'prize', 'fun', 'stressful', 'feel', 'bit', 'over-worked', 'long', 'hour', 'day', 'hr', 'day', 'expected', 'think', 'focus', 'number', 'quantity', 'quality', 'feel', 'like', 'person', 'crowd', 'individual']",environment collaboration opportunity self-made success competition challenge result prize fun stressful feel bit over-worked long hour day hr day expected think focus number quantity quality feel like person crowd individual,30,0,0,0
