uid,Progress,Duration (in seconds),Finished,ResponseId,LocationLatitude,LocationLongitude,mael_1,mael_2,mael_3,mael_4,mael_5,mael_6,bergami_org,bergami_dept,disengagement_1,exhaustion_1,exhaustion_2,exhaustion_3,disengagement_2,disengagement_3,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,LINK,Collabera,Race,2019_perf_dummy,2020_perf_dummy
U746,100,237,TRUE,R_87Bh0ki8Ow0dAEp,40.70210266,-74.4048996,4,4,3,3,3,3,B,B,3,3,2,3,2,3,I made really good friends here at Collabera and it was nice to meet them.,I have been striving to excel however working with certain teams is difficult and draining and It is difficult to stay positive. ,I am not really sure how to answer the above question.,2.0,2.0,3.3333333333333335,2.52,Business Operations Executive,Global Business Services,Immigration,Immigration,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1991,Female,White,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_b4z9zh9QuNyU2pv&Q_CHL=gl,1,White,,
U107,100,847,TRUE,R_2E5zLc1rrGCYGpG,21.19799805,72.83000183,4,3,4,2,3,5,B,G,1,4,3,2,1,3,"There are good amount of growth opportunity, friendly environment and a lot of things to learn and become stable in life",The salary and comp plan are not good for some of the areas which is really disappointing.,This is not a story but an example. A top performer with most number of starts in functional area is making very less incentive due to the structure compared to a avg performer in regional or ESG. This seems like not equal opportunity which does not reflects the right culture,2.0,7.0,3.5,9.32,Delivery Manager,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_738yacDi9vI4bs1&Q_CHL=gl,1,Asian,1.0,1.0
U580,100,522707,TRUE,R_25SJpLjOknpxMUm,38.57530212,-90.26509857,4,5,4,4,4,4,F,G,2,2,3,2,2,2,"Collabera is a great place to work because of the culture embedded in each office that allow us to work together as a unit. After attending multiple training sessions and Governance calls, to me, one thing remains consistent - our passion to place candidates within our clients and our competitive nature. This allows us as individuals to grow as professionals and as people in general.","Unfortunately, the turnover in my office in particular is a negative aspect of this job that I have experienced. It ties into my point about culture - we have to make sure that internally we are employing the right people to avoid constant attrition and knowledge transfer. ","Rachel Gallo, and Account Manager in St. Louis with me, once worked on a position with a manager at Wells Fargo for over 6 months before filling it. This was due to not identifying quality talent, getting offers rejected by candidates, working within a tight budget and much more. Throughout those 6 months, Rachel did not give up and worked tirelessly to match the perfect candidate with a rather picky manager. This to me is a reflection of our values to be passionate to serve and disciplined to achieve excellence in execution ",6.0,7.0,4.166666666666667,3.21,Account Manager,Regional,Sales,Sales,Clayton (Bonhomme Ave),Missouri,U.S.A.,Collabera Inc.,1995,Male,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_2u7FWXDuRybMbeR&Q_CHL=gl,1,White,1.0,1.0
U539,100,97346,TRUE,R_1NyVCI8D9h2A6aI,22.30029297,73.20509338,4,5,5,5,5,5,E,F,1,3,4,2,1,3,"Collabera has the best work culture and has the best environment so far
","Not giving equal importance to the team members
                                              ","Work Hard, Play Hard
Discipline in execution
Responsive beyond imaginAation",5.0,6.0,4.833333333333333,3.4,Lead Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_dnfxr2tehsPcGrP&Q_CHL=gl,1,Asian,1.0,1.0
U509,100,579914,TRUE,R_UABL7zxcqwHAcWB,22.71629333,75.831604,5,3,4,5,5,5,E,F,2,3,2,3,2,3,The way they have handled WFH is truly recommendable. The open door policy is really great in Collabera and the large scope of opportunities.,My health is getting affected I believe. I can't be normal in sunlight as I used to be when I was not in Collabera. I only get Sunday to do my regular stuff.,"I like the way festivals are celebrated here.Honestly, US culture was not something I knew earlier,now I at atleast know it.
I also like the way onshore team celebrates our festivals too.This truly amazes me every single time.",5.0,6.0,4.5,3.61,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Female,Asian,Not Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1SszYUgT6Kutuy9&Q_CHL=gl,1,Asian,0.0,1.0
U180,100,953,TRUE,R_322y5Qgn84kVV1p,22.30029297,73.20509338,4,4,4,4,5,5,F,G,1,3,4,3,1,3,"collabera's  culture, vision, ethics, opportunity with multinational client across the globe","when need system access for work enhancement , my access was not granted.
 ","slowly and study win the race, I am total agree with this statement.


",6.0,7.0,4.333333333333333,7.3,Specialist - Business & Financial Analytics,Global Business Services,Operations Management,Financial Planning & Analysis,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1980,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9ESTf8lDpFNYrnD&Q_CHL=gl,1,Asian,,
U787,100,578143,TRUE,R_3Igb4nrdTDNRxxD,43.7940979,-79.70110321,5,5,5,5,5,5,F,E,2,3,3,2,2,1,"Passion from Leadership to drive company to next level, Mentorship from manager, open to new ideas and improvements, always looking to improve and plan the better way to do routine tasks",Limited Time and co-ordination from peers as well as not being well informed for all initiatives as expected,EAW celebration to encourage high moral. No specific story but happy to see employees are cared but need some balance between all depts ,6.0,5.0,5.0,2.46,Business Services Manager,Global Business Services,Operations Management,Operations Management,Mississauga (Skymark Ave),Ontario,Canada,Collabera Canada Inc.,1984,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_efdZbiAMmUzfRop&Q_CHL=gl,1,Asian,,
U919,100,146330,TRUE,R_3MbPpK35wIlYFkW,37.35899353,-122.0866013,4,2,4,4,4,3,E,F,1,2,4,1,1,2,"Culture and People make Collabera a really fantastic place to work. It is a supportive, collaborative environment that really does value the work of its employees. On top of that, our regional leadership is fantastic.","At the moment, I can't think of many downsides to working at Collabera. I think especially coming out of College, COllabera is a great place to work because it provides a really structured program and also clearly outlines path to success, which for a fresh grad in the workforce, is really important.",Employee Appreciation Week - Embracing the people that make up the company and addressing our values,5.0,6.0,3.5,2.09,Account Manager,Regional,Sales,Sales,San Francisco (Main Street),California,U.S.A.,Collabera Inc.,1996,Male,Hispanic or Latino (all other races),Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_23Hp0vQ066NK1Dv&Q_CHL=gl,1,Hispanic or Latino,1.0,1.0
U931,100,117539,TRUE,R_Y00zA7L9GK3tymd,26.9203949,75.78819275,4,3,5,5,4,4,C,F,2,3,2,3,3,2,"Exposure is the best, learnings& grooming opportunities, best experience","only one drawback: long working hours which I am facing probably may be due to Covid or whatever, but no personal life time. ","positive culture: R n Rs, Blaze.
Employee appreciation week,
Ganpati celebration/ Diwali
email applauds",3.0,6.0,4.166666666666667,2.0,Executive Corporate Recruitment,GDC Corporate,Corporate Recruitment,GDC Executive Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1991,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_cXWIvT1ajKbVfZb&Q_CHL=gl,1,Asian,,
U805,100,97009,TRUE,R_YWuxlo60q6Lss4V,40.93499756,-74.11759949,3,3,5,3,3,4,B,C,2,3,2,3,1,2,"Really great people, nice, and easy to form relationships.","Low recognition, not a lot of accountability for some departments. ","Difficult to come up with a story on the spot.  Any interactions with colleagues from other offices have been very pleasant - everyone is always friendly and happy - high energy, seem satisfied with what they do.   ",2.0,3.0,3.5,2.3,Executive Administrator,Global Business Services,Administration & Facilities,Administration,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1991,Female,Hispanic or Latino,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_42EMeRby0L95KId&Q_CHL=gl,1,Hispanic or Latino,,
U669,100,146352,TRUE,R_Z4a2lDWeu1jKcBH,23.02760315,72.58709717,4,5,5,5,5,3,G,G,1,1,4,1,1,3,"I have always been like a Collabera Brand Ambassador which makes me motivated to work everyday and perform the best. Collabera provides the best set of tools and trainings to make sure that we are able to do our jobs and compete recklessly with the competitors in the market. Collabera has not just given me great mentors and colleagues, but I am blessed to have a great management team and people who I can call my Family. I feel very challanged at Collabera where I am can say I never had a Comfort Zone when it comes to work. Even during the pandemic, where the big names and brands did huge lay offs and shut stores, Collabera has always supported me and hold their employees tight during tough times. I feel Collabera is the best place to work and I would always recommend it to my friends or family looking for opportunities!","Apart from Slow promotion process, I would say None!","Well, it has been great, to be honest, I do brand collabera culture to my friends and family most times. I have been part of many initiatives and projects, which always talk about the well being of employees and work hard play hard culture. ",7.0,7.0,4.5,2.73,Senior Recruiter Direct Hire,Direct Hire,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Male,Asian,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_4U8orWjjzZ8L01f&Q_CHL=gl,1,Asian,0.0,0.0
U903,100,575154,TRUE,R_12D3dhnIpgfOfun,47.53570557,-122.350296,1,2,2,3,2,2,A,A,2,3,3,2,2,1,Offshore team is great to work with. Opportunity to be very successful. There are times when you're rewarded with hard work commission check that you deserve. There's an opportunity to make a lot of money.,Can be a negative environment at times. No accountability but then accountability when there's upper management involved. A lot of telling what to do rather than actually showing. Can feel like just a number at times.,"Employee appreciation week was a very fun time to get to know the new people before they left. One story would be the offshore team, always so exciting when you see them succeed. They work so hard so it's awesome to see the teamwork involved.",1.0,1.0,2.0,2.11,Account Manager,Regional,Sales,Sales,Seattle (Fourth Avenue),Washington,U.S.A.,Collabera Inc.,1996,Male,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3Ud8x9F1FUSILTD&Q_CHL=gl,1,White,1.0,1.0
U866,100,521962,TRUE,R_3PXrbEucrv4zcTF,22.30029297,73.20509338,5,5,5,5,5,5,C,D,1,4,3,1,4,3,"Best platfrom to showcase your skills. The culture in collabera consists of the values, beliefs, attitudes, and behaviors that employees share and use on a daily basis in their work.",If we have any problem related to recruiting it take almost more than 2 month to solve that particular problem,Employees are engage with one another in a positive way throughout the workday. ,3.0,4.0,5.0,2.15,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1996,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_eKUnyLGv5dgIcJv&Q_CHL=gl,1,Asian,,
U197,100,1068,TRUE,R_2uHFK1dCy64Roki,22.30029297,73.20509338,5,5,5,5,5,5,B,H,1,1,4,3,3,2,"Great work atmosphere. Great culture, leaders, celebrations, togetherness. ",I hate politics in the office which happens sometime. Its common in the corporate world however i have seen people going below the level which makes me feel negative way sometimes. ,Blaze celebrations are always amazing. Its shows great togetherness of all collabriates @ one stage enjoying and winning trophies together. its gala event like a big award function. i love it. ,2.0,8.0,5.0,6.84,Senior Team Lead Operations,Business Core Services,Operations,Operations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3kIQie9aiPe6Pyt&Q_CHL=gl,1,Asian,1.0,1.0
U790,100,636,TRUE,R_3QTEkDOActVCw4V,23.02760315,72.58709717,2,4,2,1,2,4,E,D,3,4,3,3,3,2,"Manager's Support, Cross department working, and festival/Celebration","More focus on delivery org, Support staff are being ignored somewhere. if your not from delivery org, Not enough space for growing ","I was not able to go home in festival last year, but the people here are celebrating festivals on next level. I did not miss home. ",5.0,4.0,2.5,2.36,Executive Operations,GDC Corporate,Operations Management,GDC CCOE,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1991,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1Nh5HbarJAUJxBz&Q_CHL=gl,1,Asian,,
U294,100,146886,TRUE,R_xFXhPcAKqCSgz17,12.97210693,77.59329224,5,5,5,5,5,5,F,H,2,3,3,2,2,4,"I work in one of the regional office, the best model there is which allows you to grow and learn every day! ","It is not the pressure, it is the way of communicating the work to do needs some work.          
                           













","Great company to work for and learn!! Not much cons! 














",6.0,8.0,5.0,5.35,Delivery Manager,Delivery- Global,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1984,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_6R26bEcBazfdFOd&Q_CHL=gl,1,Asian,,
U700,100,66907,TRUE,R_3KHlV5bz1uCs7Gc,42.10339355,-70.69670105,1,4,4,2,4,5,D,G,2,2,3,1,1,3,The people in my office. Watching them hit adversity and grow is very rewarding!,Inefficiencies and redundancies in operational and support departments.,"Working hard to build relationships with clients, and find jobs for candidates.",4.0,7.0,3.3333333333333335,2.63,Regional Sales Manager,Regional,Sales,Sales,La Jolla (Executive Square),California,U.S.A.,Collabera Inc.,1984,Male,White,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_7VZ3lldxrtd2bCR&Q_CHL=gl,1,White,0.0,0.0
U1039,100,487,TRUE,R_3RraPhxB2jAILW0,41.93449402,-88.0039978,4,5,4,5,5,5,B,E,2,2,4,1,1,2,Management wants you to succeed and will provide the appropriate tools and encouragement in order to do so,There is limited growth opportunities beyond spread increase.,"After I left Collabera for a year, management team was more than willing to allow me back and wanted me to succeed",2.0,5.0,4.666666666666667,1.75,Account Manager,Regional,Sales,Sales,Des Plaines (Touhy Ave),Illinois,U.S.A.,Collabera Inc.,1993,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_2lx07tQutLaBILb&Q_CHL=gl,1,White,1.0,1.0
U829,100,248,TRUE,R_3DjOYHVwiIJGOGK,41.92460632,-89.07219696,4,4,5,5,5,5,D,F,2,3,3,3,1,3,Great team with great attitudes that encourage me daily,"Sometimes people get cocky and negative. Not often, but hate when it gets that way.","We come together as a team always. We are the fastest growing office and celebrate our successes. We always have each others back, whether that's in the corporate world or in the real world",4.0,6.0,4.666666666666667,2.22,Account Manager,Regional,Sales,Sales,Tampa (Frontage Road),Florida,U.S.A.,Collabera Inc.,1996,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_dnfHL2y5iBNA9al&Q_CHL=gl,1,White,1.0,1.0
U1078,100,531142,TRUE,R_1LG3gW0ey6FXVCY,40.79299927,-74.02469635,4,4,3,5,5,4,B,B,2,2,3,2,2,2,"culture, coworkers, clients, team building, mentor and mentee program","Commute, driving to clients, miscommunications between teams/technical recruiters ","Employee appreciation week, holiday parties, celebrations for milestones",2.0,2.0,4.166666666666667,1.61,Account Manager,Regional,Sales,Sales,Jersey City (Exchange Place),New Jersey,U.S.A.,Collabera Inc.,1996,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_8jlQox6dNJxu2DX&Q_CHL=gl,1,White,1.0,1.0
U1103,100,462,TRUE,R_8BwOOeliyATa6hr,40.59210205,-74.62380219,5,5,5,5,5,3,E,G,1,2,1,1,1,4,"Collabera's open work environment allows me to learn new things about the different departments and areas, this would not have been possible in other organizations. People's responsiveness & willingness to help is also something I haven't seen in other organizations.","Honestly haven't come across any downsides as such,.","Collaberation, passion and competitiveness are the values I see on a day to day basis, I have seen a lot of passion & collaboration among various departments to get day to day tasks done as well as take on any challenging situation",5.0,7.0,4.666666666666667,1.56,Financial Analyst,Global Business Services,Finance,General Accounting & Taxation,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1989,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bIA8PCU3WGTQmJD&Q_CHL=gl,1,Asian,,
U1210,100,461,TRUE,R_2viYl5yWDDyXciE,33.27520752,-111.7081985,5,4,5,5,5,3,G,A,2,1,3,2,2,4,many tenured people within what is traditionally seen as a high turn over environment. A diverse culture which allows you to think more creatively and see other sides to business and communication ,During this time I believe that metrics and strong work ethic should determine ones value and I currently don't see that as it's more numbers and financial based.  It's been very hard to see my office turn over multiple times within my time here but again recently due to covid and performance. ,"I love our offshore team, they're always willing to help, collaborate, and illustrate hard work. When working on a role we knew was going to be hard to fill they were determined and hungry for success which lead to a hire and happy client! ",7.0,1.0,4.5,1.58,Account Manager,Regional,Sales,Sales,Tempe (Washington Street),Arizona,U.S.A.,Collabera Inc.,1988,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1Y5ALxqJ0y9Lmdv&Q_CHL=gl,1,White,1.0,1.0
U1091,100,145302,TRUE,R_1mfpiKXXUY3eFnf,40.79299927,-74.02469635,4,4,5,5,4,4,E,E,1,1,3,2,1,3,Some of the best reasons to work at Collabera is the culture in the office. Everyone is very supportive and positive. ,Some of the downsides of working at Collabera for me was the long commute to my office. ,One of the best stories that I have experienced at Collabera was getting promoted to an account manager. My office and team were extremely supportive and it was very memorable! ,5.0,5.0,4.333333333333333,1.59,Account Manager,Regional,Sales,Sales,Jersey City (Exchange Place),New Jersey,U.S.A.,Collabera Inc.,1996,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3vDlweyYlBfNFOJ&Q_CHL=gl,1,White,1.0,1.0
U833,100,578138,TRUE,R_2S9xvpjGkGzzhmh,22.30029297,73.20509338,3,3,5,4,4,3,D,D,1,3,3,2,2,1,"Few reasons to work at collabera would be its culture and values, its general reputation & its growth and Success",I don't see any downside working with collabera as of now,"When i initially joined collabera, i did not had any idea about recruitment but a lot of people from my team as well as leaders & managers from other team guided me well regarding the challenges that i was facing, so the culture of being supportive and helping each and every individual at any stage is what something really great about collabera.",4.0,4.0,3.6666666666666665,2.19,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_cu50T0B8kwytTbT&Q_CHL=gl,1,Asian,1.0,1.0
U1127,100,573006,TRUE,R_22V85JTnVDKdYXW,22.30029297,73.20509338,3,5,5,5,4,3,F,G,2,2,3,3,2,2,Work culture and incentice structure                                                                                                                           ,Nothing I can think of.                                                                                                        ,Nothing I can think of in particular.                                                                                                                     ,6.0,7.0,4.166666666666667,1.36,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_eXt10HvhUtp64jb&Q_CHL=gl,1,Asian,1.0,1.0
U133,100,96507,TRUE,R_3qmNVoFkNqIu3iw,40.49920654,-74.49960327,5,3,5,5,5,5,E,H,1,3,2,2,3,1,I can put my suggestions and remarks without fear and with complete trust.,Seems operations work is considered too clerical and no motivation and personal development/growth found easily,Specific teams/departments always leading the company while rest teams/depts have to watch their achievements and to clap for them getting flags/shout outs for displaying culture values. ,5.0,8.0,4.666666666666667,8.2,Associate Manager,Global Business Services,Immigration,Immigration,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1972,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_4JyNBfoRih4OogB&Q_CHL=gl,1,Asian,,
U1228,100,532538,TRUE,R_3KJd8IJuQahmWuk,23.25259399,77.4045105,5,3,5,5,5,4,E,E,2,3,3,2,3,2,I like the work culture of collabera very much. It feels like second home.,Sometimes the pressure is unbearable. Otherwise there are no cons of working in Collabera.,Employee Appreciation Week is the best so far. Looking forward for more here.,5.0,5.0,4.5,1.17,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1996,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0OPpxhLRXq1VZMp&Q_CHL=gl,1,Asian,1.0,1.0
U152,100,543,TRUE,R_3KCH6lFy6skxGr7,40.92410278,-74.54640198,5,5,5,5,5,2,H,H,1,2,3,1,1,2,"Great company culture
supportive and caring management - Feel like this is my own company
New learning everyday",Dont think any                                                                                                                                                                                                                             ,Dont think any                                                                                                                                                                                                                                                                                                                                                                   ,8.0,8.0,4.5,7.83,Associate Manager - Executive Recruitment,Global Business Services,Corporate Recruitment,Executive Recruitment,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1982,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_6zNqADlJ32oUw73&Q_CHL=gl,1,Asian,,
U865,100,578691,TRUE,R_3fK5Tvx5obkELYl,23.26570129,77.39929199,5,3,3,5,5,1,F,F,1,2,3,2,2,2,I can see my career growth in coming future. The best thing I like about collabera is Employee's statisfaction.,Nothing as such. I didn't face any such problems. Sometimes I get stressed out if I don't achieve my targets. But then I try to come with new energy every single time.,I started working here at 2018. I have seen several positive changes in my thoughts. I  can see my career growing here. I do get stressed out several times. But I try to come with energy every new day.,6.0,6.0,3.6666666666666665,2.15,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_cNQ35wWqyoNxH7f&Q_CHL=gl,1,Asian,1.0,1.0
U1067,100,767,TRUE,R_2z7TmuUfOJtOBHd,22.30029297,73.20509338,5,5,5,5,5,1,H,H,1,2,3,1,1,1,Collabera gives the best possible environment to work. this motivates us to give more than 100% not only in work but also on other activities,"individuals should be given an opportunity to take other task. if he wants to learn something new, he should be given a fair support from dept","From Monday to Thursday i make sure that I work hard and achieve my target and on Friday, i give myself a break and enjoy the other activities organised in Collabera campus. 
The R & R awards motivates me to give more than 100% and luckily this time i got an ward for my performance.
all the festivals are organised on the campus which does not make us feel left out.",8.0,8.0,4.333333333333333,1.63,Executive Finance & Accounts,Global Business Services,Finance,Timesheet,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1988,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_2c2x6482XItdiND&Q_CHL=gl,1,Asian,,
U369,100,581086,TRUE,R_pPIT0rNWGOrL3ZD,23.02760315,72.58709717,5,5,5,5,5,5,E,F,2,3,2,3,1,2,"Since I have joined Collabera I never get tired of work because every day I gain new experience and learning. Manager and team mates are really supportive and the culture we follows and live in its really rare to find in other company.

The way we upgrade our employees by providing training/certification, helping them beat market and stand out as in a leader in industry.",Its really good that we try our people or give them an opportunity to choose  different area or different client to prove their potentials.,"MOTIVATION

The way Company keep employee motivated and recognize the performance of each individual, celebrate it at fullest which amplifies our Work hard play hard culture.

The recognition not only motivate one individual but whole team and all of us.  
",5.0,6.0,5.0,4.75,Delivery Lead,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1zYJzZ9ZDtj5l41&Q_CHL=gl,1,Asian,1.0,1.0
U975,100,667,TRUE,R_22DJfiriChKQo71,22.30029297,73.20509338,5,3,5,5,5,5,G,E,1,2,3,2,2,2,Ample amount of opportunities given to perform and prove ourself,There is no downside working at Collabera. I always feel valued while working at Collabera.,"Work hard play hard is in blood of Collabera , even during this pandemic Collabera never fails to celebrate and keep employees engaged e.g. Performance meet, fun fridays etc.",7.0,5.0,4.666666666666667,1.86,Senior Business Process Analyst,GDC Corporate,Operations Management,GDC Business Excellence,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1985,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_8oY2hl7xPbGxxsN&Q_CHL=gl,1,Asian,,
